especie_validada,longitud_caparazon_mm,longitud_rostro_mm,longitud_quela_mm,ancho_quela_mm,pleon_plegado,presencia_setas,ornamentacion_caparazon,forma_quela,notas,info_detallada,link_especie
Megalobrachium roseum,5.52,1.63,5.43,2.62,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.16,1.6,5.23,2.59,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.26,1.37,5.17,2.25,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.93,1.55,5.91,2.51,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.41,1.4,5.03,2.49,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.1,1.5,4.93,2.49,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.67,1.55,5.6,2.38,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.87,1.42,5.48,2.62,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.75,1.54,5.35,2.4,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.97,1.42,5.35,2.35,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.49,1.5,5.31,2.53,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.97,1.48,5.67,2.59,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.87,1.46,5.42,2.21,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.62,1.6,5.95,2.47,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.14,1.52,6.35,2.64,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.97,1.43,5.06,2.53,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.81,1.39,5.32,2.36,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.42,1.57,5.5,2.68,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.02,1.44,5.92,2.57,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.74,1.49,5.26,2.33,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.23,1.64,5.12,2.57,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.84,1.46,5.34,2.39,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.01,1.44,5.57,2.49,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.94,1.43,5.34,2.59,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.13,1.43,5.53,2.59,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.58,1.54,5.32,2.57,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.81,1.36,5.05,2.51,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.06,1.43,5.68,2.29,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.98,1.41,5.32,2.51,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.78,1.47,5.78,2.43,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.21,1.42,5.65,2.68,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.38,1.44,5.66,2.47,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.09,1.45,5.52,2.48,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.29,1.52,5.59,2.45,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.88,1.47,5.61,2.45,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.07,1.66,5.74,2.46,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.3,1.47,4.94,2.37,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.53,1.47,5.51,2.71,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.08,1.48,5.73,2.22,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.06,1.56,5.09,2.64,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.08,1.47,5.67,2.78,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.05,1.52,5.37,2.39,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.21,1.44,5.52,2.44,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,5.12,1.53,5.79,2.44,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium roseum,4.93,1.43,5.38,2.55,1,1,rugosa,robusta,"Quelas espinas y setosas, Vzla+PI",Originalmente descrita como Porcellana rosea; habita en ambientes marinos y salobres.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421868
Megalobrachium poeyi,6.75,1.72,7.3,3.74,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.63,1.97,6.73,3.28,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,5.92,1.93,7.23,3.49,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.59,1.7,7.86,3.52,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.54,1.87,7.17,3.54,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.24,1.84,7.66,3.74,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,7.02,1.75,6.65,3.48,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.52,1.9,6.41,3.77,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.45,1.76,6.65,3.21,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.77,1.81,6.55,3.27,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.39,1.95,6.91,3.24,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.42,1.78,6.06,3.49,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.42,1.86,7.65,3.7,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.41,1.7,7.9,3.51,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.5,1.8,7.07,3.47,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.31,1.75,6.99,3.4,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.27,1.81,6.91,3.76,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,5.64,1.9,7.44,3.14,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.39,1.77,6.51,3.36,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.14,1.96,7.33,3.72,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.73,1.7,6.82,3.59,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.1,1.86,6.92,3.43,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.73,1.84,6.87,3.7,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.15,1.86,7.21,3.45,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.61,1.69,7.32,3.47,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.33,1.89,6.75,3.25,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,5.99,1.85,6.55,3.81,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,5.82,1.95,7.07,3.48,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.32,1.84,6.99,3.69,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.54,1.81,6.87,3.49,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.6,1.65,6.53,3.63,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.56,1.78,7.01,3.56,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.32,1.73,7.07,3.33,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.63,1.65,7.36,3.58,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.58,1.89,7.58,3.68,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,5.9,1.68,6.78,3.5,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.67,1.73,7.07,3.37,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.3,1.67,6.68,3.26,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.18,1.89,6.67,3.96,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.66,1.82,6.7,3.62,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.31,1.81,7.9,3.48,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.87,1.74,6.99,3.81,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.3,1.96,7.25,3.4,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.71,1.89,7.22,3.23,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.26,1.78,6.97,3.61,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.56,1.68,7.13,3.61,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.68,1.9,7.29,3.58,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.48,1.65,7.15,3.54,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.59,1.69,6.62,3.68,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Megalobrachium poeyi,6.49,1.86,7.01,3.51,1,1,rugosa,robusta,"Quelas grandes y aplanadas, setosas, Vzla+PI",Conocido como cangrejo porcelana de pinzas peludas. Único miembro de su género en ambos lados del istmo de Panamá.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421864
Petrolisthes marginatus,15.7,3.41,18.09,5.86,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.67,3.45,18.2,5.86,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.94,3.34,17.83,5.87,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.09,3.53,18.93,5.55,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.2,3.66,18.07,6.32,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.61,3.75,20.07,5.89,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.67,3.75,19.42,5.84,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
